stg,sys,system,series,stage,short,bottom,mid,top,dur,systemCol,seriesCol,col,t2d,t2u,t3,tPart,tGFd,tGFu,tSing,tOri,tExt,tThrough,divSIB,divCSIB,divRT,divBC,extProp,oriProp,extPC,oriPC,ext3t,ori3t,extC3t,oriC3t,extGF,oriGF,E2f3,O2f3,ext2f3,ori2f3,samp3t,sampRange,diet,mass_extinction,food_mass_extinction
10,Cm,Cambrian,Maolingian,Guzhangian,Guz,500.5,498.75,497,3.5,#94ac72,#b6d2a2,#d6e1c1,71,66,15,4,1,4,97,74,64,37,258,258.220985010707,272,101,0.591911764705882,0.628676470588235,1.00420260419704,1.09861228866811,1.55462967593911,1.48160454092422,1.10264455219605,1.04628646966637,1.18199389760716,1.25276296849537,0.693333333333333,0.714285714285714,1.18199389760716,1.25276296849537,0.789473684210526,0.621621621621622,Carnivore,FALSE,FALSE
11,Cm,Cambrian,Furongian,Paibian,Pai,497,495.6,494.2,2.8,#94ac72,#c2ddb0,#d8e8c4,66,80,28,16,4,15,35,61,36,75,167,207.357907617008,207,111,0.342995169082126,0.463768115942029,0.392042087776024,0.595166772199741,0.857450231851222,1.04982212449868,0.362753990015115,0.813433346434447,0.329181803358534,0.693147180559945,0.280487804878049,0.375,0.329181803358534,0.470003629245736,0.636363636363636,0.466666666666667,Carnivore,FALSE,FALSE
12,Cm,Cambrian,Furongian,Jiangshanian,Jia,494.2,492.6,491,3.2,#94ac72,#c2ddb0,#e4efcf,80,86,25,16,23,1,78,55,62,74,234,303.227922912206,269,136,0.520446096654275,0.494423791821561,0.608589792531882,0.555747311157502,1.16315080980568,1.23547147138531,0.984902578399362,0.78348634764225,0.826678573184468,0.466089729924599,0.447916666666667,0.362745098039216,0.594056277915715,0.450585543388634,0.609756097560976,0.527027027027027,Carnivore,FALSE,FALSE
13,Cm,Cambrian,Furongian,Stages 10,St10,491,488.925,486.85,4.15,#94ac72,#c2ddb0,#edf2db,86,112,41,8,5,0,65,63,64,65,244,230.415417558886,257,129,0.501945525291829,0.498054474708171,0.685425134466035,0.67764299402398,0.7407752295492,1.00492680459079,0.663814188413072,0.51023056275468,0.651474484159377,0.798507696217772,0.414893617021277,0.491666666666667,0.535961597037533,0.676617878608735,0.836734693877551,0.8,Carnivore,FALSE,FALSE
14,O,Ordovician,Lower Ordovician,Tremadocian,Tre,486.85,481.965,477.08,9.77,#009881,#00a180,#0dac98,112,160,25,2,2,3,124,162,88,40,409,349.025010706638,414,128,0.51207729468599,0.690821256038647,1.16315080980568,1.61938824328727,1.49962304642689,1.85629799036563,1.3270103037599,1.67804975895931,1.33500106673234,1.72030050524591,0.736842105263158,0.808641975308642,1.33500106673234,1.65360913074724,0.925925925925926,0.875,Carnivore,FALSE,FALSE
15,O,Ordovician,Lower Ordovician,Floian,Flo,477.08,474.17,471.26,5.82,#009881,#00a180,#0eb1a0,160,117,69,13,2,31,86,84,73,129,333,312.693231542687,372,202,0.42741935483871,0.456989247311828,0.448455293039533,0.501479761347753,0.841067310636568,0.528067430200497,0.449588444503143,0.451106389064368,0.425903775785438,0.436717651612269,0.346820809248555,0.276923076923077,0.425903775785438,0.324239668185579,0.841463414634146,0.697674418604651,Carnivore,FALSE,FALSE
16,O,Ordovician,Middle Ordovician,Dapingian,Dap,471.26,470.34,469.42,1.84,#009881,#34b597,#67c0ae,117,176,96,46,26,8,19,76,19,194,225,262.97176124197,308,213,0.123376623376623,0.308441558441558,0.0934340066460969,0.330563799935047,0.19782574332992,0.606135803570315,0.12744494656812,0.433523060903322,0.0831149067105066,0.27871340246902,0,0.175675675675676,0,0.193191229030859,0.676056338028169,0.572164948453608,Carnivore,FALSE,FALSE
17,O,Ordovician,Middle Ordovician,Darriwilian,Dar,469.42,463.8,458.18,11.24,#009881,#34b597,#79c5b8,176,283,96,7,17,16,128,208,111,159,576,488.312633832976,606,270,0.394389438943894,0.554455445544555,0.529517756778143,0.836457645834339,0.606135803570315,1.0810987061754,0.414867460786555,0.689619840041977,0.430362659729892,0.882389180198474,0.349726775956284,0.586206896551724,0.430362659729891,0.882389180198474,0.932038834951456,0.811320754716981,Carnivore,FALSE,FALSE
18,O,Ordovician,Upper Ordovician,Sandbian,Sbd,458.18,455.465,452.75,5.43,#009881,#8ccbae,#9bceaf,283,277,204,43,8,3,43,72,76,291,413,395.117552588487,482,367,0.246887966804979,0.238589211618257,0.232038580883078,0.221079567093358,0.327326903799021,0.305897512343122,0.294174696482121,0.235516715581323,0.265436463504461,0.227057450635346,0.128834355828221,0.11875,0.137923143205502,0.126413924855659,0.825910931174089,0.762886597938144,Carnivore,FALSE,FALSE
19,O,Ordovician,Upper Ordovician,Katian,Kat,452.75,448.98,445.21,7.54,#009881,#8ccbae,#a6d5c3,277,129,89,3,9,14,95,58,189,174,482,393.689964632004,516,363,0.550387596899225,0.296511627906977,0.735347535050322,0.287682072451781,1.1353811364552,0.371176034629532,0.793094929968566,0.179907691845771,0.971350509057182,0.267681405745111,0.621428571428571,0.234848484848485,0.971350509057183,0.267681405745111,0.967391304347826,0.804597701149425,Carnivore,TRUE,TRUE
20,O,Ordovician,Upper Ordovician,Hirnantian,Hir,445.21,444.14,443.07,2.14,#009881,#8ccbae,#b6d9c3,129,54,49,20,3,28,8,11,54,178,151,168.011668050518,251,232,0.247011952191235,0.0756972111553785,0.264953821374225,0.0599634647675573,0.967992106251045,0.0971637484536477,0.583580407340713,0.0640115411367472,0.429235327442076,0.0273989741881143,0.348993288590604,0,0.429235327442076,0,0.710144927536232,0.438202247191011,Carnivore,FALSE,FALSE
21,S,Silurian,Llandovery,Rhuddanian,Rhu,443.07,441.78,440.49,2.58,#bfe0cd,#8ccbae,#b3dccc,54,58,32,15,30,13,5,15,14,175,99,114.892732869379,209,189,0.0909090909090909,0.0956937799043062,0.0769610411361283,0.0822380982369721,0.523248143764548,0.594707107746693,0.324397285019383,0.25242090126006,0.139761942375159,-0.0533459807052927,0.130434782608696,0,0.139761942375159,0,0.680851063829787,0.371428571428571,Carnivore,FALSE,FALSE
22,S,Silurian,Llandovery,Aeronian,Aer,440.49,439.54,438.59,1.9,#bfe0cd,#8ccbae,#c1e1d6,58,93,50,11,15,9,10,29,11,179,131,126.281755888651,229,190,0.091703056768559,0.170305676855895,0.0596382663197311,0.150152273860563,0.148420005118273,0.62057648772511,-0.0339015516756814,0.236164788814778,-0.0143887374520996,0.313657558855042,-0.0144927536231884,0.269230769230769,-0.0143887374520997,0.313657558855041,0.819672131147541,0.452513966480447,Carnivore,FALSE,FALSE
23,S,Silurian,Llandovery,Telychian,Tel,438.59,435.76,432.93,5.66,#bfe0cd,#8ccbae,#cae8e0,93,84,55,11,10,5,51,30,36,172,206,195.325053533191,289,208,0.301038062283737,0.280276816608997,0.190043602887865,0.160773220587752,0.525266307920785,0.423483613610843,0.306577106955956,0.224632754865678,0.381711022100057,0.22314355131421,0.307692307692308,0.178947368421053,0.367724780125317,0.197168064910949,0.833333333333333,0.517441860465116,Carnivore,FALSE,FALSE
24,S,Silurian,Wenlock,Sheinwoodian,She,432.93,431.775,430.62,2.31,#bfe0cd,#c1e1d6,#cce7d8,84,68,45,11,10,23,5,25,40,162,145,142.578158458244,232,202,0.193965517241379,0.129310344827586,0.220671362168821,0.143512281622203,0.624154309072994,0.412845215405787,0.22685251160399,0.230523658611832,0.184429039133519,0.179793110440596,0.168421052631579,0.0886075949367089,0.184429039133519,0.0927817334509663,0.803571428571429,0.462962962962963,Carnivore,FALSE,FALSE
25,S,Silurian,Wenlock,Homerian,Hom,430.62,428.68,426.74,3.88,#bfe0cd,#c1e1d6,#d6ebe2,68,48,41,20,14,12,11,5,29,158,103,121.085653104925,203,187,0.197044334975369,0.0788177339901478,0.16851358382762,0.0311551677797956,0.505935638471799,0.157628944203583,0.241243084244717,-0.0610602567612464,0.186877373329815,-0.0979804083602038,0.170454545454545,-0.0588235294117647,0.186877373329815,-0.0571584138399486,0.672131147540984,0.367088607594937,Carnivore,FALSE,FALSE
26,S,Silurian,Ludlow,Gorstian,Gor,426.74,425.875,425.01,1.73,#bfe0cd,#cce7e2,#d6ecea,48,71,33,10,21,4,4,16,14,149,104,107.07728246058,183,163,0.0983606557377049,0.109289617486339,0.0898038948613031,0.101999167955121,0.374693449441411,0.766172315574835,0.180537435000453,0.368870518105832,0.210295408836361,0.235566071312767,0.137931034482759,0.209876543209877,0.148420005118273,0.235566071312767,0.767441860465116,0.469798657718121,Carnivore,FALSE,FALSE
27,S,Silurian,Ludlow,Ludfordian,Lud,425.01,423.87,422.73,2.28,#bfe0cd,#cce7e2,#e2f1ec,71,69,42,9,7,11,15,21,37,128,143,137.203884980116,201,165,0.258706467661692,0.17910447761194,0.253915209980963,0.151916042025842,0.525010258757947,0.496436886313891,0.232023134076473,0.231744332086809,0.25489224962879,0.296265816143172,0.225,0.192307692307692,0.25489224962879,0.213574100298059,0.823529411764706,0.546875,Carnivore,FALSE,FALSE
28,S,Silurian,Pridoli,Pridoli,Pri,422.73,420.865,419,3.73,#bfe0cd,#ebf5ec,#ebf5ec,69,58,47,16,9,2,25,6,23,126,118,124.978176682309,180,149,0.266666666666667,0.172222222222222,0.167664398993981,0.0465200156348928,0.383958902887201,0.210295408836361,0.246757781373716,0.0161393943954032,0.268263986594679,0.0273989741881143,0.141176470588235,0,0.152191815341925,0,0.746031746031746,0.507936507936508,Carnivore,FALSE,FALSE
29,D,Devonian,Lower Devonian,Lochkovian,Loc,419,415.7,412.4,6.6,#d49f51,#e9ba6a,#eac378,58,72,34,5,8,12,39,34,23,109,156,141.390351429651,205,132,0.302439024390244,0.35609756097561,0.191454040357227,0.271496748030764,0.534082485930258,0.750305594399894,0.241412871967438,0.45731846971842,0.211309093667207,0.493657820143625,0.19047619047619,0.350649350649351,0.211309093667207,0.431782416425538,0.871794871794872,0.55045871559633,Carnivore,FALSE,FALSE
30,D,Devonian,Lower Devonian,Pragian,Pra,412.4,411.455,410.51,1.89,#d49f51,#e9ba6a,#ebcd87,72,88,50,17,6,3,32,40,21,122,154,163.055331905782,215,143,0.246511627906977,0.334883720930233,0.158823585526651,0.283575290499127,0.364643113587909,0.56531380905006,0.225806668733693,0.428112687536575,0.240141127682781,0.363500909009132,0.123595505617978,0.257142857142857,0.131927543042548,0.297251523467932,0.746268656716418,0.5,Carnivore,FALSE,FALSE
31,D,Devonian,Lower Devonian,Emsian,Ems,410.51,402.405,394.3,16.21,#d49f51,#e9ba6a,#edd595,88,110,47,7,9,6,109,63,47,115,286,259.639892478017,334,162,0.467065868263473,0.514970059880239,0.342664206869134,0.436851421928835,0.627189212768148,0.850332764082358,0.47815363360766,0.557663150119538,0.45953232937844,0.619039208406224,0.368421052631579,0.427350427350427,0.45953232937844,0.55748131540679,0.87037037037037,0.582608695652174,Carnivore,FALSE,FALSE
32,D,Devonian,Middle Devonian,Eifelian,Eif,394.3,389.8,385.3,9,#d49f51,#f4ce85,#f5da93,110,84,56,9,8,5,29,25,51,127,176,161.416335270725,232,178,0.344827586206897,0.232758620689655,0.337596463833494,0.179693434387685,0.675128675057267,0.405465108108164,0.51606398042758,0.266628663253949,0.53062825106217,0.242140052004865,0.352941176470588,0.182795698924731,0.435318071257846,0.201866152866925,0.861538461538462,0.559055118110236,Carnivore,FALSE,FALSE
33,D,Devonian,Middle Devonian,Givetian,Giv,385.3,382.1,378.9,6.4,#d49f51,#f4ce85,#f5e2a0,84,52,29,5,2,7,52,31,62,90,188,174.159935021782,235,152,0.485106382978723,0.353191489361702,0.524070850516011,0.295980875266476,1.06352096885684,0.583947888594953,0.644810633998655,0.434912309434466,0.775064303027832,0.45953232937844,0.539325842696629,0.368421052631579,0.775064303027832,0.45953232937844,0.852941176470588,0.477777777777778,Carnivore,FALSE,FALSE
34,D,Devonian,Upper Devonian,Frasnian,Fra,378.9,375,371.1,7.8,#d49f51,#f5e4b6,#f4edc3,52,46,25,13,5,4,51,18,30,91,132,158.535674518201,190,121,0.426315789473684,0.363157894736842,0.284931039079891,0.180488375712294,0.732367893713227,0.609765571620894,0.406945493278599,0.450700876991207,0.436717651612269,0.316337328212157,0.261538461538462,0.169491525423729,0.303186258987746,0.185717145795093,0.657894736842105,0.362637362637363,Carnivore,FALSE,FALSE
35,D,Devonian,Upper Devonian,Famennian,Fam,371.1,365.2,359.3,11.8,#d49f51,#f5e4b6,#f4f0d5,46,38,13,5,7,1,140,24,43,66,232,253.820457914676,273,109,0.67032967032967,0.600732600732601,0.501693140202718,0.31015492830384,1.26369203902756,1.07263680226485,0.927219802406345,0.653926467406664,0.987386653557885,0.542324290825362,0.549019607843137,0.395348837209302,0.796331416795176,0.50310357767208,0.722222222222222,0.378787878787879,Carnivore,TRUE,TRUE
36,C,Carboniferous,Mississippian,Tournaisian,Tou,359.3,353.015,346.73,12.57,#6eafb5,#769e83,#9db989,38,48,15,6,1,2,62,35,19,71,145,160.400428265525,187,90,0.433155080213904,0.518716577540107,0.23712979328895,0.400759217070752,0.929535958624176,1.16315080980568,0.846154349685125,0.837728409371053,0.648695417989111,0.897941593205959,0.454545454545455,0.5,0.606135803570316,0.693147180559945,0.714285714285714,0.408450704225352,Carnivore,FALSE,FALSE
37,C,Carboniferous,Mississippian,Visean,Vis,346.73,338.535,330.34,16.39,#6eafb5,#769e83,#b7c089,48,90,23,2,5,5,52,80,19,87,189,162.324271483102,238,106,0.298319327731092,0.554621848739496,0.197530975457483,0.652085693762171,0.735706794978741,1.36431545440112,0.361013345537331,1.0278432177799,0.510825623765991,1.12059119538689,0.4,0.673913043478261,0.510825623765991,1.12059119538688,0.92,0.436781609195402,Carnivore,FALSE,FALSE
38,C,Carboniferous,Mississippian,Serpukhovian,Ser,330.34,326.87,323.4,6.94,#6eafb5,#769e83,#cdc888,90,43,33,15,2,12,74,18,45,122,189,217.219388748297,259,167,0.459459459459459,0.355212355212355,0.313972767683499,0.137621377876048,1.00330210886378,0.264692554227082,0.610259520754178,0.181310945288031,0.559615787935423,0.148420005118273,0.371428571428571,0,0.464305608131098,0,0.6875,0.426229508196721,Carnivore,FALSE,FALSE
39,C,Carboniferous,Pennsylvanian,Bashkirian,Bas,323.4,319.275,315.15,8.25,#6eafb5,#a6c9cd,#a6c9cd,43,66,27,13,9,7,56,30,15,125,153,179.100642398287,226,140,0.314159292035398,0.380530973451327,0.113328685307003,0.215111379616946,0.465363249689233,0.893817876022097,0.357149665049001,0.519124426580686,0.175204089025091,0.477627554356395,0.160714285714286,0.367088607594937,0.175204089025091,0.457424847038875,0.675,0.416,Carnivore,FALSE,FALSE
40,C,Carboniferous,Pennsylvanian,Moscovian,Mos,315.15,311.085,307.02,8.13,#6eafb5,#a6c9cd,#bed3ce,66,72,35,4,15,4,30,39,25,130,162,142.633343530132,224,155,0.245535714285714,0.308035714285714,0.175890666463664,0.262364264467491,0.634306680537012,0.721318057526642,0.382992252256106,0.328275469417034,0.487295126355797,0.341749293722057,0.357142857142857,0.289473684210526,0.441832752279039,0.341749293722057,0.897435897435897,0.523076923076923,Carnivore,FALSE,FALSE
41,C,Carboniferous,Pennsylvanian,Kasimovian,Kas,307.02,305.35,303.68,3.34,#6eafb5,#a6c9cd,#cad8d9,72,47,28,8,2,17,18,20,26,143,123,124.956561639645,207,169,0.21256038647343,0.183574879227053,0.167054084663166,0.130905570546855,0.944461608840852,0.517943091534855,0.602712315118795,0.409729506894622,0.41173472112176,0.369747025506085,0.3375,0.236363636363636,0.41173472112176,0.269663566949103,0.777777777777778,0.412587412587413,Carnivore,FALSE,FALSE
42,C,Carboniferous,Pennsylvanian,Gzhelian,Gzh,303.68,301.285,298.89,4.79,#6eafb5,#a6c9cd,#d6dcda,47,42,27,11,9,10,11,16,16,147,85,94.5253390435403,190,163,0.142105263157895,0.142105263157895,0.103317614028026,0.103317614028026,0.55431073570573,0.441832752279039,0.346671370927485,0.190518323998133,0.189241999638528,0.120144311842063,0.172413793103448,0.113207547169811,0.189241999638528,0.120144311842063,0.710526315789474,0.285714285714286,Carnivore,FALSE,FALSE
43,P,Permian,Cisuralian,Asselian,Ass,298.89,296.205,293.52,5.37,#e35b41,#e5755f,#e07f6c,42,46,26,6,13,8,9,18,13,150,89,86.5518036567287,190,163,0.115789473684211,0.142105263157895,0.0831149067105066,0.113328685307003,0.479573080261886,0.570544858467613,0.256429528947677,0.228795564745556,0.182321556793955,0.144581228811107,0.166666666666667,0.134615384615385,0.182321556793955,0.144581228811107,0.8125,0.326666666666667,Carnivore,FALSE,FALSE
44,P,Permian,Cisuralian,Sakmarian,Sak,293.52,292.015,290.51,3.01,#e35b41,#e5755f,#e18a76,46,65,32,8,10,8,8,24,11,157,101,99.7564239828694,200,168,0.095,0.16,0.0677181740549509,0.142251225917518,0.362905493689368,0.708651367095911,0.250427510262678,0.501012002317666,0.117783035656383,0.378436435720245,0.111111111111111,0.315068493150685,0.117783035656383,0.378436435720245,0.8,0.369426751592357,Carnivore,FALSE,FALSE
45,P,Permian,Cisuralian,Artinskian,Art,290.51,286.905,283.3,7.21,#e35b41,#e5755f,#e39684,65,73,42,5,10,7,26,27,24,157,141,124.674365249312,234,181,0.213675213675214,0.226495726495726,0.142251225917518,0.158689952260678,0.436717651612269,0.552789822865023,0.22314355131421,0.329646271550813,0.259511195485085,0.313657558855042,0.228571428571429,0.269230769230769,0.259511195485085,0.313657558855041,0.893617021276596,0.407643312101911,Carnivore,FALSE,FALSE
46,P,Permian,Cisuralian,Kungurian,Kun,283.3,278.835,274.37,8.93,#e35b41,#e5755f,#e49f90,73,72,42,10,6,7,29,28,29,155,151,147.720403793209,241,184,0.240663900414938,0.236514522821577,0.171510640689739,0.166061035922174,0.552789822865023,0.538996500732687,0.290425558397532,0.426518517305997,0.341303163890879,0.346276236717834,0.216867469879518,0.25609756097561,0.244453337900961,0.295845383090942,0.807692307692308,0.419354838709677,Carnivore,FALSE,FALSE
47,P,Permian,Guadalupian,Roadian,Roa,274.37,271.79,269.21,5.16,#e35b41,#f18f76,#f49984,72,66,40,12,4,5,21,21,31,152,139,142.780085653105,225,183,0.231111111111111,0.186666666666667,0.185605631995145,0.129411073651503,0.587786664902119,0.500775287912489,0.410855956743041,0.28720118761443,0.387765531008763,0.331357135954442,0.202380952380952,0.217948717948718,0.226124179452347,0.245834962516281,0.769230769230769,0.434210526315789,Carnivore,FALSE,FALSE
48,P,Permian,Guadalupian,Wordian,Wor,269.21,266.775,264.34,4.87,#e35b41,#f18f76,#f4a692,66,40,31,6,2,26,22,14,32,141,124,116.942184154176,209,173,0.258373205741627,0.172248803827751,0.204531704119611,0.0946652265410784,0.755667537541279,0.25489224962879,0.106972119552168,-0.00747201483870097,0.133531392624523,0.165079750359449,0.125,0.130434782608696,0.133531392624523,0.139761942375159,0.837837837837838,0.397163120567376,Carnivore,FALSE,FALSE
49,P,Permian,Guadalupian,Capitanian,Cap,264.34,261.945,259.55,4.79,#e35b41,#f18f76,#f6af9b,40,33,23,21,17,5,5,8,20,135,63,95.2302392700866,168,155,0.148809523809524,0.0773809523809524,0.138150338480817,0.0575698518214778,0.553385238184787,0.36101334553733,0.419853845560264,0.184082637378252,0.219053566062685,-0.121889817609037,0.0983606557377049,-0.037037037037037,0.10354067894084,-0.0363676441708748,0.522727272727273,0.222222222222222,Carnivore,FALSE,FALSE
50,P,Permian,Lopingian,Wuchiapingian,Wuc,259.55,256.895,254.24,5.31,#e35b41,#f8baab,#fac4b8,33,73,21,3,15,0,55,43,39,104,192,173.381462220863,241,143,0.390041493775934,0.406639004149378,0.318453731118535,0.346041687637364,0.451985123743057,1.24593700342497,-0.027587956518829,0.597241585435857,0.405465108108164,0.667171694156685,0.25,0.486842105263158,0.287682072451781,0.667171694156685,0.875,0.528846153846154,Carnivore,FALSE,FALSE
51,P,Permian,Lopingian,Changhsingian,Chg,254.24,253.07,251.9,2.34,#e35b41,#f8baab,#facfc6,73,23,13,8,0,17,52,11,61,86,149,190.183001153023,210,147,0.538095238095238,0.3,0.536085290525229,0.120363682249875,1.72551008368685,0.570544858467613,1.36260458999749,0.43701346584309,0.756862994946053,0.389464766761723,0.530864197530864,0.0645161290322581,0.756862994946053,0.0666913744986721,0.619047619047619,0.290697674418605,Carnivore,TRUE,FALSE
52,Tr,Triassic,Lower Triassic,Induan,Ind,251.9,250.89,249.88,2.02,#984b99,#a9599e,#b266a6,23,81,16,7,17,5,41,59,8,89,134,152.202623126338,197,97,0.248730964467005,0.50761421319797,0.086074608771243,0.508575904031975,0.362905493689368,1.62186043243266,0.322083499169113,1.14228735217077,0.0689928714869514,0.78845736036427,0.0666666666666667,0.545454545454545,0.0689928714869514,0.78845736036427,0.695652173913043,0.292134831460674,Carnivore,FALSE,FALSE
53,Tr,Triassic,Lower Triassic,Olenekian,Ole,249.88,248.29,246.7,3.18,#984b99,#a9599e,#bb71ac,81,99,24,1,9,2,208,67,61,87,384,316.059957173448,423,148,0.635933806146572,0.650118203309693,0.531304155109531,0.571044483759045,1.21639532432449,1.41706601978664,1.09625101248243,1.05416052609728,1.11088238125992,1.07880966137193,0.670731707317073,0.66,1.11088238125992,1.07880966137193,0.96,0.551724137931034,Carnivore,FALSE,FALSE
54,Tr,Triassic,Middle Triassic,Anisian,Ani,246.7,244.08,241.46,5.24,#984b99,#bd86bd,#c793c3,99,134,47,6,2,19,135,104,43,111,353,314.530092487129,393,154,0.452926208651399,0.608142493638677,0.327422401101295,0.661107826815329,0.744972248424531,1.04769219824085,0.394111274351219,1.0068702037206,0.377294231141468,0.934309237376833,0.314285714285714,0.578571428571429,0.377294231141468,0.864104978703585,0.886792452830189,0.63963963963964,Carnivore,FALSE,FALSE
55,Tr,Triassic,Middle Triassic,Ladinian,Lad,241.46,239.23,237,4.46,#984b99,#bd86bd,#d0a0c8,134,125,69,29,11,9,47,59,65,150,251,281.682711106973,321,215,0.348909657320872,0.330218068535826,0.360002734031407,0.331698957868555,0.663733295353652,0.594207232705042,0.549789036004434,0.474062920862979,0.420921366344856,0.345604720184485,0.251533742331288,0.227272727272727,0.289729156073506,0.2578291093021,0.704081632653061,0.533333333333333,Carnivore,FALSE,FALSE
56,Tr,Triassic,Upper Triassic,Carnian,Car,237,232.15,227.3,9.7,#984b99,#c9a6d0,#d1b3d5,125,115,58,7,14,8,97,58,84,125,319,282.478586723769,364,209,0.497252747252747,0.425824175824176,0.51402051466251,0.38117241553912,0.767870726755882,0.684489117816831,0.474109608227719,0.333628143743518,0.59234248143798,0.434573192266235,0.409090909090909,0.352459016393443,0.526093095896779,0.434573192266235,0.892307692307692,0.64,Carnivore,FALSE,FALSE
57,Tr,Triassic,Upper Triassic,Norian,Nor,227.3,218.405,209.51,17.79,#984b99,#c9a6d0,#dbc1de,115,54,41,14,2,3,121,17,79,104,267,283.008565310492,321,183,0.623052959501558,0.429906542056075,0.565095253700048,0.151399646455368,1.03136006165894,0.275411979859967,0.721205133355103,0.161467720510749,0.799369393815253,0.176456437341556,0.472868217054264,0.0735294117647059,0.640304699185565,0.076372978784574,0.745454545454545,0.480769230769231,Carnivore,FALSE,FALSE
58,Tr,Triassic,Upper Triassic,Rhaetian,Rha,209.51,205.435,201.36,8.15,#984b99,#c9a6d0,#e5cbe4,54,18,11,4,4,6,18,14,47,74,106,114.212575433132,153,121,0.42483660130719,0.209150326797386,0.491725452392571,0.173271721274037,1.5910887737659,0.492476485097794,1.18562366565774,0.198715366569631,1.015920572823,0.146603474191875,0.637931034482759,0.0909090909090909,1.015920572823,0.0953101798043249,0.733333333333333,0.364864864864865,Carnivore,TRUE,FALSE
59,J,Jurassic,Lower Jurassic,Hettangian,Het,201.36,200.41,199.46,1.9,#00b0e2,#02b1ea,#22b5e9,18,40,12,6,4,4,34,39,5,83,98,116.152034261242,161,88,0.242236024844721,0.453416149068323,0.0584962066816085,0.385180436936659,0.405465108108164,1.20397280432594,-0.0408219945202551,0.893817876022097,0.0870113769896297,0.737598943130779,0.0416666666666667,0.521739130434783,0.0425596144187959,0.737598943130779,0.666666666666667,0.240963855421687,Carnivore,FALSE,FALSE
60,J,Jurassic,Lower Jurassic,Sinemurian,Sin,199.46,196.18,192.9,6.56,#00b0e2,#02b1ea,#5ebeee,40,65,16,9,5,8,58,54,22,100,164,202.47591006424,234,122,0.341880341880342,0.478632478632479,0.198850858745165,0.431782416425538,0.916290731874155,1.40179854765586,0.636705869654994,0.996333439547691,0.395312736644146,0.902867711542014,0.326530612244898,0.527027027027027,0.395312736644146,0.748717031714756,0.64,0.3,Carnivore,FALSE,FALSE
61,J,Jurassic,Lower Jurassic,Pliensbachian,Plb,192.9,188.55,184.2,8.7,#00b0e2,#02b1ea,#86c9f3,65,67,31,10,12,2,68,36,32,122,187,195.42191061684,258,154,0.387596899224806,0.403100775193798,0.232931557680373,0.25857398829371,0.740400065410491,0.77070541490582,0.535605652764478,0.3244183122774,0.556287997842748,0.373513508301562,0.373333333333333,0.285714285714286,0.467340511826252,0.336472236621213,0.75609756097561,0.418032786885246,Carnivore,FALSE,FALSE
62,J,Jurassic,Lower Jurassic,Toarcian,Toa,184.2,179.45,174.7,9.5,#00b0e2,#02b1ea,#a3d1f3,67,61,22,5,6,11,74,42,42,116,206,199.764259295309,274,158,0.423357664233577,0.423357664233577,0.309004841920602,0.309004841920602,1.11365016603265,1.019831410815,0.718995974028701,0.740246548595834,0.63907995928967,0.693147180559945,0.472222222222222,0.454545454545455,0.63907995928967,0.606135803570316,0.814814814814815,0.413793103448276,Carnivore,FALSE,FALSE
63,J,Jurassic,Middle Jurassic,Aalenian,Aal,174.7,172.8,170.9,3.8,#00b0e2,#84cfee,#a2d8f0,61,64,31,15,7,8,26,36,20,138,131,153.594943703806,220,158,0.209090909090909,0.281818181818182,0.135341347869762,0.231801614057324,0.676886659688165,0.724895878874526,0.366731731384325,0.520101466228512,0.341749293722057,0.3991559389149,0.289473684210526,0.278481012658228,0.341749293722057,0.326396584632471,0.673913043478261,0.355072463768116,Carnivore,FALSE,FALSE
64,J,Jurassic,Middle Jurassic,Bajocian,Baj,170.9,169.535,168.17,2.73,#00b0e2,#84cfee,#b0dff1,64,73,22,8,15,9,92,45,34,140,222,239.199922133541,311,174,0.405144694533762,0.440514469453376,0.217412876605225,0.27871340246902,1.06784063000136,1.19941698779008,0.805476365533865,0.804762795786127,0.613104472886409,0.587786664902119,0.458333333333333,0.444444444444444,0.613104472886409,0.587786664902119,0.733333333333333,0.364285714285714,Carnivore,FALSE,FALSE
65,J,Jurassic,Middle Jurassic,Bathonian,Bat,168.17,166.73,165.29,2.88,#00b0e2,#84cfee,#bce3f2,73,87,40,12,10,5,46,49,30,155,188,193.112633832976,280,185,0.271428571428571,0.339285714285714,0.176930708159078,0.27469487692497,0.601579987034455,0.777028664540647,0.390270893367248,0.466873736236808,0.399599988655766,0.467985465089498,0.282352941176471,0.343434343434343,0.331777392317005,0.420732580238953,0.769230769230769,0.406451612903226,Carnivore,FALSE,FALSE
66,J,Jurassic,Middle Jurassic,Callovian,Cal,165.29,163.41,161.53,3.76,#00b0e2,#84cfee,#cae6f2,87,109,34,8,8,7,81,76,44,160,274,267.442499055297,361,204,0.346260387811634,0.434903047091413,0.242946178610389,0.388657989791783,0.939547594038422,1.16498735761298,0.742837299792368,0.902623093145491,0.662056593489914,0.85015092936961,0.484210526315789,0.547008547008547,0.662056593489914,0.791882021245634,0.80952380952381,0.45625,Carnivore,FALSE,FALSE
