stg,sys,system,series,stage,short,bottom,mid,top,dur,systemCol,seriesCol,col,t2d,t2u,t3,tPart,tGFd,tGFu,tSing,tOri,tExt,tThrough,divSIB,divCSIB,divRT,divBC,extProp,oriProp,extPC,oriPC,ext3t,ori3t,extC3t,oriC3t,extGF,oriGF,E2f3,O2f3,ext2f3,ori2f3,samp3t,sampRange,diet,mass_extinction,food_mass_extinction
88,Pg,Paleogene,Oligocene,Rupelian,Rup,33.9,30.595,27.29,6.61,#f8ac70,#fdcb98,#fedfb3,279,280,189,78,43,108,74,118,60,796,575,638.402964121337,1048,856,0.127862595419847,0.183206106870229,0.072671190297359,0.138231385609767,0.389464766761723,0.393042588109607,0.00737300983886774,0.212414511821986,-0.0491902441907718,0.143960688921508,0,0.0698324022346369,0,0.0723904964202565,0.707865168539326,0.405778894472362,Carnivore,FALSE,FALSE
89,Pg,Paleogene,Oligocene,Chattian,Cht,27.29,25.165,23.04,4.25,#f8ac70,#fdcb98,#ffeac3,280,326,202,94,113,65,69,83,63,851,572,658.739890558281,1066,914,0.123827392120075,0.142589118198874,0.0714184428807758,0.0930643096554685,0.326521905768045,0.478629683965503,0.101919564990175,0.133128040624896,0.0353778390816511,0.0265395552346123,0.0347593582887701,0.0261904761904762,0.0353778390816511,0.0265395552346123,0.682432432432432,0.419506462984724,Carnivore,FALSE,FALSE
90,Ng,Neogene,Miocene,Lower Miocene,Lmi,23.04,19.515,15.99,7.05,#fede1a,#ffed02,#fff14a,326,546,274,69,106,42,102,195,70,864,862,848.063586003634,1231,934,0.139723801787165,0.241267262388302,0.077903669424787,0.203507576797351,0.173769274978637,0.689490869356835,-0.0425215818735318,0.307399112433979,0.0256424306133377,0.314599380064264,0,0.263414634146341,0,0.305730142323484,0.798833819241982,0.572916666666667,Carnivore,FALSE,FALSE
91,Ng,Neogene,Miocene,Middle Miocene,Mmi,15.99,13.81,11.63,4.36,#fede1a,#ffed02,#fef26b,546,584,410,99,50,84,132,139,136,923,996,971.786489643476,1330,1059,0.201503759398496,0.203759398496241,0.137451111098554,0.140279967299032,0.286461816046552,0.353743823129874,0.0544293173150958,0.129141482352004,0.0840559177980471,0.200345386415691,0.0775193798449612,0.0980966325036603,0.0806889112501427,0.10324789603727,0.805500982318271,0.638136511375948,Carnivore,FALSE,FALSE
92,Ng,Neogene,Miocene,Upper Miocene,Umi,11.63,8.48,5.33,6.3,#fede1a,#ffed02,#fef488,584,672,448,117,97,51,128,146,181,881,1052,1042.71054724291,1336,1062,0.231287425149701,0.205089820359281,0.186851575865705,0.153339583992379,0.265107750413242,0.405465108108164,0.127102077393798,0.189174251255995,0.12926092350107,0.175500764908866,0.0599144079885877,0.119138149556401,0.0617843525320828,0.126854475281082,0.792920353982301,0.677639046538025,Carnivore,FALSE,FALSE
93,Ng,Neogene,Pliocene,Pliocene,Pli,5.33,3.96,2.59,2.74,#fede1a,#fff7b2,#fff7b2,672,632,446,66,74,14,137,95,336,691,1122,1012.29141120892,1259,1027,0.375694996028594,0.184273232724384,0.396257386160888,0.128816968661537,0.409939388503085,0.348570442126793,0.235136664123158,0.116537943395338,0.338642611862763,0.17489931318536,0.211382113821138,0.138968481375358,0.237473376869035,0.149624168227165,0.87109375,0.801736613603473,Carnivore,FALSE,FALSE
94,,Quarternary,Pleistocene,Pleistocene,Ple,2.59,1.30085,0.0117,2.5783,#fff69b,#fff2c5,#fff2c5,632,101,89,17,10,NA,122,5,659,127,882,825.585461884549,913,786,0.855421686746988,0.139101861993428,1.82276970597062,0.0386148361277795,1.96025302441472,0.12648414710912,NA,-0.011521525910324,NA,0.0170944333593,NA,0,NA,0,0.839622641509434,0.755905511811024,Carnivore,FALSE,FALSE
95,,Quarternary,Holocene,Holocene,Hol,0.0117,0.00585,0,0.0117,#fff69b,#fff5eb,#fff5eb,101,NA,NA,NA,NA,NA,27,NA,132,NA,159,NA,159,132,1,0.169811320754717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Carnivore,FALSE,FALSE
1,E,Ediacaran,Upper Ediacaran,Avalon Assemblage,Ava,580,570,560,20,#fddd88,#fddd88,#fcd589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non-Carnivore,FALSE,FALSE
2,E,Ediacaran,Upper Ediacaran,White Sea Assemblage,Whs,560,555,550,10,#fddd88,#fddd88,#fdd587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non-Carnivore,FALSE,FALSE
3,E,Ediacaran,Upper Ediacaran,Nama Assemblage,Nam,550,544.4,538.8,11.2,#fddd88,#fddd88,#fed583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non-Carnivore,FALSE,FALSE
4,Cm,Cambrian,Terreneuvian,Fortunian,For,538.8,533.9,529,9.8,#94ac72,#9db989,#a9be93,NA,87,NA,NA,NA,NA,51,103,NA,NA,154,NA,154,NA,0.331168831168831,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Non-Carnivore,FALSE,FALSE
5,Cm,Cambrian,Terreneuvian,Stage 2,St2,529,525,521,8,#94ac72,#9db989,#b6c29e,87,113,48,14,NA,1,47,76,36,67,210,213.633492764287,226,103,0.367256637168142,0.544247787610619,0.43003636883867,0.758152010868941,0.594707107746693,0.85618680780445,0.556966779763846,NA,0.471985790449727,NA,0.277227722772277,NA,0.324661075692868,NA,0.774193548387097,0.761194029850746,Non-Carnivore,FALSE,FALSE
6,Cm,Cambrian,Series 2,Stage 3,St3,521,517.75,514.5,6.5,#94ac72,#a9c595,#b5ca9f,113,181,52,2,4,10,311,146,61,82,584,477.64238410596,600,143,0.62,0.761666666666667,0.556125382995654,1.02262638169019,0.776144100130913,1.2472533126844,0.446962296772379,0.991319938547198,0.586049045003578,1.149043142295,0.443478260869565,0.677595628415301,0.586049045003578,1.1319487089357,0.962962962962963,0.804878048780488,Non-Carnivore,FALSE,FALSE
7,Cm,Cambrian,Series 2,Stage 4,St4,514.5,511.75,509,5.5,#94ac72,#a9c595,#c0ceaa,181,104,59,23,4,9,89,53,114,114,325,355.749907500946,370,228,0.548648648648649,0.383783783783784,0.693147180559945,0.38179536402226,1.12095958736011,0.566853455235653,0.854330924106158,0.529113127252806,0.807260487327366,0.389839790205084,0.495098039215686,0.220472440944882,0.683391005614581,0.249067236324001,0.719512195121951,0.605263157894737,Non-Carnivore,FALSE,FALSE
8,Cm,Cambrian,Maolingian,Wulian,Wul,509,506.75,504.5,4.5,#94ac72,#b6d2a2,#c1d6af,104,82,36,11,11,4,91,48,72,95,270,277.625091979397,306,167,0.532679738562091,0.454248366013072,0.564116920816214,0.408967738659366,1.06087196068526,0.823200308808143,0.804938586548062,0.494018505449609,0.813106495638924,0.472156482606837,0.48695652173913,0.354838709677419,0.667394684457531,0.438254930931155,0.765957446808511,0.621052631578947,Non-Carnivore,FALSE,FALSE
9,Cm,Cambrian,Maolingian,Drumian,Dru,504.5,502.5,500.5,4,#94ac72,#b6d2a2,#cddbb8,82,33,24,7,3,5,27,8,54,89,130,132.249305044559,178,143,0.455056179775281,0.196629213483146,0.474208260527767,0.086074608771243,1.22866541691631,0.318453731118535,1.11088238125992,0.051825067864586,0.90511743127603,0.162518929497775,0.573033707865168,0.075,0.851050210005754,0.0779615414697117,0.774193548387097,0.460674157303371,Non-Carnivore,FALSE,FALSE
10,Cm,Cambrian,Maolingian,Guzhangian,Guz,500.5,498.75,497,3.5,#94ac72,#b6d2a2,#d6e1c1,33,13,8,1,5,5,21,13,21,76,77,68.2248896247241,131,97,0.320610687022901,0.259541984732824,0.243977638217052,0.157903029445809,1.41706601978664,0.485507815781701,0.675128675057267,0.2295744416445,0.887303195000903,0,0.588235294117647,0,0.887303195000903,0,0.888888888888889,0.289473684210526,Non-Carnivore,FALSE,FALSE
11,Cm,Cambrian,Furongian,Paibian,Pai,497,495.6,494.2,2.8,#94ac72,#c2ddb0,#d8e8c4,13,20,10,11,2,3,10,14,5,84,43,71.1192788815305,113,89,0.132743362831858,0.212389380530973,0.0578195708888262,0.154150679827258,0.262364264467491,0.693147180559945,-0.268263986594679,0.575364144903562,0,0.298492988555997,0,0.0645161290322581,0,0.0666913744986721,0.476190476190476,0.166666666666667,Non-Carnivore,FALSE,FALSE
12,Cm,Cambrian,Furongian,Jiangshanian,Jia,494.2,492.6,491,3.2,#94ac72,#c2ddb0,#e4efcf,20,30,10,7,8,5,18,18,8,90,69,92.3841795437822,134,98,0.194029850746269,0.26865671641791,0.0851578083403068,0.182321556793955,0.693147180559945,1.09861228866811,0.302280871872934,0.356674943938732,0.204794412646013,0.392042087776024,0.111111111111111,0.216216216216216,0.117783035656383,0.243622082657751,0.588235294117647,0.277777777777778,Non-Carnivore,FALSE,FALSE
13,Cm,Cambrian,Furongian,Stages 10,St10,491,488.925,486.85,4.15,#94ac72,#c2ddb0,#edf2db,30,70,23,11,5,3,18,42,9,99,102,118.754710944748,168,108,0.160714285714286,0.357142857142857,0.0870113769896298,0.353640040243578,0.265703165733006,1.11300102612021,0.210133314578195,0.582372775058039,0.102654154060083,0.730887508542792,0,0.444444444444444,0,0.587786664902119,0.676470588235294,0.333333333333333,Non-Carnivore,FALSE,FALSE
14,O,Ordovician,Lower Ordovician,Tremadocian,Tre,486.85,481.965,477.08,9.77,#009881,#00a180,#0dac98,70,182,35,2,1,2,104,229,44,97,434,361.345793475595,474,141,0.312236286919831,0.70253164556962,0.374048911874785,1.21218640286332,0.693147180559945,1.64865862558738,0.45915361322167,1.25779231690037,0.613104472886409,1.5773495978826,0.444444444444444,0.793478260869565,0.587786664902119,1.5773495978826,0.945945945945946,0.587628865979381,Non-Carnivore,FALSE,FALSE
15,O,Ordovician,Lower Ordovician,Floian,Flo,477.08,474.17,471.26,5.82,#009881,#00a180,#0eb1a0,182,208,110,29,1,64,85,160,47,279,434,431.928079916159,571,326,0.231173380035026,0.42907180385289,0.155685599545342,0.453287631253806,0.503526321284379,0.637057713908902,0.146238068525441,0.581487862754091,0.0386521544342791,0.526417718525827,0.037914691943128,0.29535864978903,0.0386521544342791,0.350066328718376,0.79136690647482,0.508960573476703,Non-Carnivore,FALSE,FALSE
16,O,Ordovician,Middle Ordovician,Dapingian,Dap,471.26,470.34,469.42,1.84,#009881,#34b597,#67c0ae,208,330,163,70,61,14,81,162,47,392,483,543.769746791443,682,439,0.187683284457478,0.356304985337243,0.113237573284709,0.345902846956821,0.243787878894556,0.705342453653763,0.166229644548681,0.471348886315488,0.11823277706266,0.3078847797693,0.0215827338129496,0.25,0.0218190473946397,0.287682072451781,0.699570815450644,0.49234693877551,Non-Carnivore,FALSE,FALSE
17,O,Ordovician,Middle Ordovician,Darriwilian,Dar,469.42,463.8,458.18,11.24,#009881,#34b597,#79c5b8,330,589,186,15,45,29,246,417,166,388,1107,942.172292245247,1217,554,0.338537387017256,0.544782251437962,0.35615934712401,0.72983693779529,0.573345980747325,1.15267950993839,0.413715835155441,0.795391257179447,0.405465108108164,0.898242662002452,0.333333333333333,0.591059602649007,0.405465108108164,0.894185861306838,0.925373134328358,0.716494845360825,Non-Carnivore,FALSE,FALSE
18,O,Ordovician,Upper Ordovician,Sandbian,Sbd,458.18,455.465,452.75,5.43,#009881,#8ccbae,#9bceaf,589,795,468,81,15,10,153,335,125,680,1121,1035.69456708364,1293,805,0.215003866976025,0.377416860015468,0.168749479248411,0.400551093305735,0.22995788773394,0.529873818736685,0.17935687444015,0.452315584390811,0.181128239229913,0.440311839438332,0.0746268656716418,0.296803652968037,0.0775582343458744,0.352119127402871,0.852459016393443,0.747058823529412,Non-Carnivore,FALSE,FALSE
19,O,Ordovician,Upper Ordovician,Katian,Kat,452.75,448.98,445.21,7.54,#009881,#8ccbae,#a6d5c3,795,436,289,15,20,49,354,247,423,592,1506,1247.67164946747,1616,1015,0.480816831683168,0.371905940594059,0.539137256591882,0.3487040715832,1.0119154265419,0.411215555236602,0.645065154561515,0.251585409644718,0.830566190733188,0.330723823710349,0.553086419753086,0.270509977827051,0.805390035840713,0.315409588737306,0.950657894736842,0.814189189189189,Non-Carnivore,TRUE,TRUE
20,O,Ordovician,Upper Ordovician,Hirnantian,Hir,445.21,444.14,443.07,2.14,#009881,#8ccbae,#b6d9c3,436,214,176,78,6,55,42,64,173,666,562,638.788308025063,945,839,0.227513227513228,0.112169312169312,0.230921035926817,0.0917548636020477,0.907158248310882,0.1954920199837,0.676171519535647,0.14489100668991,0.50888198855742,0.116072171252754,0.356031128404669,0.0102739726027397,0.440104890078102,0.0103271141558495,0.692913385826772,0.424924924924925,Non-Carnivore,FALSE,FALSE
21,S,Silurian,Llandovery,Rhuddanian,Rhu,443.07,441.78,440.49,2.58,#bfe0cd,#8ccbae,#b3dccc,214,221,127,33,56,65,28,99,74,656,428,424.677864494311,857,730,0.11901983663944,0.148191365227538,0.106883745198348,0.140556960304936,0.52178892856326,0.553975615059162,0.212861747497743,0.187125343078777,0.093287934423557,0.162055859334371,0.0890688259109312,0.149606299212598,0.093287934423557,0.162055859334371,0.79375,0.346036585365854,Non-Carnivore,FALSE,FALSE
22,S,Silurian,Llandovery,Aeronian,Aer,440.49,439.54,438.59,1.9,#bfe0cd,#8ccbae,#c1e1d6,221,284,163,59,64,35,51,112,52,703,454,486.990867518069,918,755,0.112200435729847,0.17755991285403,0.0713608574383598,0.147831221430198,0.30441250071099,0.555224037354444,0.125533288108009,0.324237308579208,0.0857135182740297,0.181738636346087,0.075,0.166180758017493,0.0779615414697117,0.181738636346087,0.734234234234234,0.339971550497866,Non-Carnivore,FALSE,FALSE
23,S,Silurian,Llandovery,Telychian,Tel,438.59,435.76,432.93,5.66,#bfe0cd,#8ccbae,#cae8e0,284,371,194,38,57,17,105,162,106,709,710,668.719823804141,1082,815,0.195009242144177,0.246765249537893,0.139332586708735,0.205786450320375,0.381116079097878,0.648343903544107,0.253087604670585,0.33941672247859,0.257098649079701,0.34728846793037,0.180124223602484,0.286063569682152,0.198602442398092,0.33696135377452,0.836206896551724,0.475317348377997,Non-Carnivore,FALSE,FALSE
24,S,Silurian,Wenlock,Sheinwoodian,She,432.93,431.775,430.62,2.31,#bfe0cd,#c1e1d6,#cce7d8,371,314,205,28,23,70,75,120,101,770,691,618.556965008944,1066,871,0.165103189493433,0.182926829268293,0.123251462004773,0.144830947878456,0.593192083469027,0.426383006769845,0.252265496498434,0.247503794166863,0.275228611380494,0.289633292583043,0.240601503759398,0.219298245614035,0.275228611380494,0.247562078662356,0.879828326180258,0.512987012987013,Non-Carnivore,FALSE,FALSE
25,S,Silurian,Wenlock,Homerian,Hom,430.62,428.68,426.74,3.88,#bfe0cd,#c1e1d6,#d6ebe2,314,242,192,78,42,64,47,67,72,818,486,538.267798013245,1004,890,0.118525896414343,0.113545816733068,0.0843591261234384,0.0787253084051825,0.491897613880472,0.231442354128905,0.233323625586762,0.103413879701613,0.160120846813762,0.0253178079842898,0.14030612244898,0,0.151178909438101,0,0.711111111111111,0.366748166259169,Non-Carnivore,FALSE,FALSE
26,S,Silurian,Ludlow,Gorstian,Gor,426.74,425.875,425.01,1.73,#bfe0cd,#cce7e2,#d6ecea,242,269,183,54,75,40,31,72,61,824,483,492.656232282657,988,885,0.0931174089068826,0.104251012145749,0.0714171150984578,0.0837698830654588,0.279451573315265,0.385225226760418,-0.0192196207121108,0.044298639789825,0.066341948136722,0.0346491354131743,0.0371621621621622,0.0340557275541796,0.03787027405541,0.0346491354131741,0.772151898734177,0.387135922330097,Non-Carnivore,FALSE,FALSE
27,S,Silurian,Ludlow,Ludfordian,Lud,425.01,423.87,422.73,2.28,#bfe0cd,#cce7e2,#e2f1ec,269,261,181,63,46,44,37,57,68,828,487,517.058648638027,990,896,0.106060606060606,0.094949494949495,0.0789272585896707,0.0665744906226698,0.396214348336013,0.366023376056868,0.107009046343711,0.107449387763157,0.142174488780543,0.11086259281181,0.102409638554217,0.0339506172839506,0.108041482411084,0.0345403252521763,0.741803278688525,0.392512077294686,Non-Carnivore,FALSE,FALSE
28,S,Silurian,Pridoli,Pridoli,Pri,422.73,420.865,419,3.73,#bfe0cd,#ebf5ec,#ebf5ec,261,287,164,55,53,37,55,81,109,776,545,573.187041224717,1021,885,0.160626836434868,0.133202742409403,0.131435124824711,0.099285398414561,0.464653979498495,0.559615787935423,0.260906358531865,0.260944593908047,0.21056476910735,0.229008670766608,0.189873417721519,0.172514619883041,0.21056476910735,0.189363839419367,0.748858447488584,0.38659793814433,Non-Carnivore,FALSE,FALSE
29,D,Devonian,Lower Devonian,Lochkovian,Loc,419,415.7,412.4,6.6,#d49f51,#e9ba6a,#eac378,287,399,177,40,56,56,134,238,113,744,829,800.461764978957,1229,857,0.200976403580146,0.302685109845403,0.141396883764688,0.277550273521374,0.483332483185792,0.812811684316034,0.141303273436715,0.523606382323732,0.180488375712294,0.475027617890212,0.162079510703364,0.37129840546697,0.176832064509183,0.464098547358021,0.815668202764977,0.462365591397849,Non-Carnivore,FALSE,FALSE
30,D,Devonian,Lower Devonian,Pragian,Pra,412.4,411.455,410.51,1.89,#d49f51,#e9ba6a,#ebcd87,399,490,282,115,39,43,134,226,124,858,881,976.825303510264,1342,982,0.192250372578241,0.268256333830104,0.134987208866504,0.233809082511629,0.34705434595175,0.552498320166559,0.14922860262183,0.348750699199928,0.155448538542858,0.327586214681807,0.056420233463035,0.181818181818182,0.0580743745176819,0.200670695462151,0.710327455919396,0.462703962703963,Non-Carnivore,FALSE,FALSE
31,D,Devonian,Lower Devonian,Emsian,Ems,410.51,402.405,394.3,16.21,#d49f51,#e9ba6a,#edd595,490,536,288,63,70,76,269,274,221,863,1233,1183.52462748344,1627,1084,0.301167793484942,0.333743085433313,0.227998490916164,0.275733802667108,0.531444910968726,0.621173680934856,0.193331984890054,0.279144471185779,0.25857398829371,0.352628764433068,0.227848101265823,0.263772954924875,0.25857398829371,0.306216722668603,0.82051282051282,0.543453070683662,Non-Carnivore,FALSE,FALSE
32,D,Devonian,Middle Devonian,Eifelian,Eif,394.3,389.8,385.3,9,#d49f51,#f4ce85,#f5da93,536,538,348,140,68,30,107,169,215,922,940,1038.16892632908,1413,1137,0.227883934890304,0.195329087048832,0.209603270193942,0.168304762276477,0.431931681296328,0.43565608038731,0.318878820015346,0.23783033705739,0.266217833783481,0.198378993689813,0.119822485207101,0.0855457227138643,0.127631670497334,0.0894278099012583,0.713114754098361,0.486984815618221,Non-Carnivore,FALSE,FALSE
33,D,Devonian,Middle Devonian,Givetian,Giv,385.3,382.1,378.9,6.4,#d49f51,#f4ce85,#f5e2a0,538,420,259,31,63,43,270,164,341,750,1220,1075.86470103026,1525,1091,0.400655737704918,0.284590163934426,0.374776779302715,0.197757364923794,0.731030498462247,0.483426649577876,0.447324574390105,0.145313723499203,0.535737944145887,0.244999282569382,0.398945518453427,0.215077605321508,0.509069697063726,0.242170426368904,0.893103448275862,0.593333333333333,Non-Carnivore,FALSE,FALSE
34,D,Devonian,Upper Devonian,Frasnian,Fra,378.9,375,371.1,7.8,#d49f51,#f5e4b6,#f4edc3,420,271,189,62,22,65,174,84,218,696,751,785.509511999824,1172,914,0.334470989761092,0.220136518771331,0.27248091111973,0.113944259349218,0.798507696217772,0.360371805820059,0.554628246424384,0.247318944539077,0.422201900463688,0.198670694795484,0.344398340248963,0.123123123123123,0.422201900463688,0.131388687712162,0.752988047808765,0.395114942528736,Non-Carnivore,FALSE,FALSE
35,D,Devonian,Upper Devonian,Famennian,Fam,371.1,365.2,359.3,11.8,#d49f51,#f5e4b6,#f4f0d5,271,248,105,29,70,40,192,146,184,596,722,725.691925668968,1118,780,0.336314847942755,0.302325581395349,0.269053252618288,0.219108576102031,0.948158470722178,0.859468396007459,0.695567718081667,0.575762471935317,0.544727175441672,0.305897512343122,0.42,0.263537906137184,0.544727175441672,0.305897512343122,0.783582089552239,0.335570469798658,Non-Carnivore,TRUE,TRUE
36,C,Carboniferous,Mississippian,Tournaisian,Tou,359.3,353.015,346.73,12.57,#6eafb5,#769e83,#9db989,248,443,174,50,40,15,179,232,88,654,778,788.820086890575,1153,742,0.231569817866435,0.356461405030356,0.126241891710182,0.303609599147882,0.354373446950453,0.934514470830607,0.289485824744578,0.690635021037219,0.220629934573894,0.624560070896374,0.144295302013423,0.44421906693712,0.155829941346978,0.58738106765462,0.776785714285714,0.426605504587156,Non-Carnivore,FALSE,FALSE
37,C,Carboniferous,Mississippian,Visean,Vis,346.73,338.535,330.34,16.39,#6eafb5,#769e83,#b7c089,443,371,179,12,34,47,243,255,197,689,1099,923.586599030123,1384,886,0.317919075144509,0.359826589595376,0.251475679591422,0.314884895131842,0.906183964204381,0.72881625676668,0.538834489018728,0.476225504126169,0.648026745279476,0.531934586976226,0.476923076923077,0.412532637075718,0.648026745279476,0.531934586976226,0.93717277486911,0.586357039187228,Non-Carnivore,FALSE,FALSE
38,C,Carboniferous,Mississippian,Serpukhovian,Ser,330.34,326.87,323.4,6.94,#6eafb5,#769e83,#cdc888,371,227,205,91,13,107,82,57,86,858,546,620.912047954917,1083,944,0.155124653739612,0.128347183748846,0.0955220666575384,0.064319965787559,0.593192083469027,0.101940038342995,0.198825868428912,0.0370524161371198,0.136628329135056,0.0287101058824314,0.127705627705628,0,0.136628329135056,0,0.692567567567568,0.374125874125874,Non-Carnivore,FALSE,FALSE
39,C,Carboniferous,Pennsylvanian,Bashkirian,Bas,323.4,319.275,315.15,8.25,#6eafb5,#a6c9cd,#a6c9cd,227,276,151,73,119,18,68,119,53,862,526,614.548848572269,1102,915,0.109800362976407,0.169691470054446,0.0596687946118282,0.12931718890167,0.407670180666478,0.603121028902226,0.204729336669788,0.235771553716573,0.214844748499515,0.0173414750364872,0.1,0.0171919770773639,0.105360515657826,0.0173414750364872,0.674107142857143,0.331786542923434,Non-Carnivore,FALSE,FALSE
40,C,Carboniferous,Pennsylvanian,Moscovian,Mos,315.15,311.085,307.02,8.13,#6eafb5,#a6c9cd,#bed3ce,276,284,160,36,45,68,98,158,57,924,705,680.181475349522,1237,981,0.125303152789006,0.206952303961196,0.0598603879236789,0.157854387764743,0.545227050483323,0.573800422927379,0.0903691870455823,0.179434207887264,0.167054084663166,0.283524062303117,0.134615384615385,0.190625,0.144581228811107,0.211492934094234,0.816326530612245,0.424242424242424,Non-Carnivore,FALSE,FALSE
41,C,Carboniferous,Pennsylvanian,Kasimovian,Kas,307.02,305.35,303.68,3.34,#6eafb5,#a6c9cd,#cad8d9,284,207,158,91,30,104,34,53,54,1028,439,544.886909585417,1169,1082,0.0752780153977759,0.0744225834046193,0.0511960133913164,0.0502713716240978,0.586379205134239,0.270123760238402,0.277946188577419,0.067182916241712,0.060457969037114,0.0658817046840389,0.0586666666666667,0,0.060457969037114,0,0.634538152610442,0.28988326848249,Non-Carnivore,FALSE,FALSE
42,C,Carboniferous,Pennsylvanian,Gzhelian,Gzh,303.68,301.285,298.89,4.79,#6eafb5,#a6c9cd,#d6dcda,207,310,155,56,114,29,23,113,33,1048,478,512.481565350867,1217,1081,0.0460147904683648,0.111750205423172,0.0310029527582208,0.102398116816904,0.289293676346122,0.693147180559945,0.132183538898664,0.238289317122204,0.0915151088357733,0.118808151071629,0.0760456273764259,0.112021857923497,0.0790925888372162,0.118808151071629,0.734597156398104,0.294847328244275,Non-Carnivore,FALSE,FALSE
43,P,Permian,Cisuralian,Asselian,Ass,298.89,296.205,293.52,5.37,#e35b41,#e5755f,#e07f6c,310,449,241,41,53,64,45,187,29,1132,739,681.045453851532,1393,1161,0.0531227566403446,0.166547020818378,0.0252957229347632,0.152887893954186,0.251775363988537,0.622225954251599,0.00205405377597895,0.31379293769478,0.0143474484081416,0.380274859279606,0.0142450142450142,0.291836734693878,0.0143474484081416,0.345080611157813,0.854609929078014,0.42226148409894,Non-Carnivore,FALSE,FALSE
44,P,Permian,Cisuralian,Sakmarian,Sak,293.52,292.015,290.51,3.01,#e35b41,#e5755f,#e18a76,449,541,349,99,55,99,57,184,65,1254,852,861.37403408456,1560,1319,0.0782051282051282,0.154487179487179,0.0505354315244486,0.136914817088126,0.251950965539827,0.438347356644054,0.0352478625466271,0.281237219196596,0.00182648452603428,0.240878006253978,0.00182481751824818,0.159375,0.00182648452603428,0.173609616191933,0.779017857142857,0.435406698564593,Non-Carnivore,FALSE,FALSE
45,P,Permian,Cisuralian,Artinskian,Art,290.51,286.905,283.3,7.21,#e35b41,#e5755f,#e39684,541,632,405,98,125,65,114,184,126,1312,1051,1028.05244899875,1736,1438,0.138248847926267,0.171658986175115,0.0917005687769576,0.131242189030388,0.289532211739942,0.445002327040318,0.118260491132573,0.19528101682776,0.117783035656383,0.150504367674238,0.0923317683881064,0.13972602739726,0.0968763508370698,0.150504367674238,0.805168986083499,0.477896341463415,Non-Carnivore,FALSE,FALSE
46,P,Permian,Cisuralian,Kungurian,Kun,283.3,278.835,274.37,8.93,#e35b41,#e5755f,#e49f90,632,726,455,85,86,87,96,201,143,1353,1178,1101.10122989593,1793,1496,0.13329615170106,0.165644171779141,0.100470530363634,0.138507902756805,0.328591975195907,0.467252595873846,0.152760937246616,0.250549492880646,0.1341292999667,0.258917683015314,0.125523012552301,0.203452527743527,0.1341292999667,0.227468550332811,0.842592592592593,0.545454545454545,Non-Carnivore,FALSE,FALSE
47,P,Permian,Guadalupian,Roadian,Roa,274.37,271.79,269.21,5.16,#e35b41,#f18f76,#f49984,726,709,541,104,86,77,72,125,145,1409,1094,1027.25760623705,1751,1554,0.123929183323815,0.112507138777841,0.0979520190289125,0.0849984700285213,0.294130735978315,0.270436247685646,0.147963581004496,0.0991645270782762,0.139400561897817,0.106317649798032,0.091566265060241,0.0799507995079951,0.0960333327826874,0.0833281315733334,0.838759689922481,0.533711852377573,Non-Carnivore,FALSE,FALSE
48,P,Permian,Guadalupian,Wordian,Wor,269.21,266.775,264.34,4.87,#e35b41,#f18f76,#f4a692,709,684,521,82,72,140,120,147,173,1361,1206,1099.32597780631,1801,1534,0.162687395891172,0.148250971682399,0.119658979275735,0.102564545916435,0.308105484778761,0.272207875869184,-0.000422103865703516,0.0963768379198926,0.0626019230498947,0.126469478868061,0.0606826801517067,0.112271540469974,0.0626019230498947,0.119089371570439,0.864013266998342,0.562821454812638,Non-Carnivore,FALSE,FALSE
49,P,Permian,Guadalupian,Capitanian,Cap,264.34,261.945,259.55,4.79,#e35b41,#f18f76,#f6af9b,684,568,451,163,96,66,83,65,243,1265,1000,1072.23856505071,1656,1508,0.196859903381643,0.0893719806763285,0.175712147406281,0.0501068200541789,0.416490578119872,0.230654079218473,0.262339898292614,0.0844869242446545,0.219607896481902,0.0291484897144174,0.116883116883117,0,0.124297716677577,0,0.734527687296417,0.481422924901186,Non-Carnivore,FALSE,FALSE
50,P,Permian,Lopingian,Wuchiapingian,Wuc,259.55,256.895,254.24,5.31,#e35b41,#f8baab,#fac4b8,568,634,426,71,95,7,92,82,311,1019,1128,1036.46701005641,1504,1330,0.267952127659574,0.115691489361702,0.266357187993075,0.0773971034999551,0.287682072451781,0.397609608167855,0.18859116980755,0.0890820195233913,0.237328186306166,0.174691167928263,0.117370892018779,0.153191489361702,0.124850202879476,0.166280689419666,0.857142857142857,0.631010794896958,Non-Carnivore,FALSE,FALSE
